Energy;Tempo en  BPM;Danceability;Playlist_genre2;Valence;Track_artist;Track_popularity;Playlist_name;Track_name;Track_album_release_date;Mode;Key;Duration_minutes;Acousticness;Playlist_subgenre2
81%;93;68%;Afrobeats;76%;Tyla;78;Afro Hits;PUSH 2 START;11/10/24;1;2;3;28%;Nigerian
65%;93;74%;Afrobeats;75%;Wizkid, Brent Faiyaz;77;African Heat;Piece of My Heart (feat. Brent Faiyaz);18/10/24;1;1;4;25%;African
79%;113;75%;Afrobeats;90%;Davido, YG Marley;76;African Heat;Awuke;31/10/24;1;5;3;31%;African
87%;118;77%;Afrobeats;93%;Wizkid;75;Afro Hits;Kese (Dance);15/11/24;0;5;3;14%;Nigerian
63%;101;50%;Afrobeats;65%;Asake, Wizkid;72;African Heat;MMS;08/08/24;0;8;4;68%;African
68%;145;50%;Afrobeats;62%;Bnxn, Rema;71;Afro Hits;Fi Kan We Kan;15/10/24;0;6;3;11%;Nigerian
72%;113;90%;Afrobeats;55%;Smur Lee, ODUMODUBLVCK, Shallipopi;71;African Heat;JUJU (feat. Shallipopi);22/08/24;0;6;3;12%;African
82%;110;73%;Afrobeats;64%;Young Jonn;70;African Heat;Stronger;12/04/24;1;8;2;48%;African
53%;112;78%;Afrobeats;44%;Ayo Maff;69;African Heat;Are you there?;15/08/24;1;0;3;51%;African
65%;67;49%;Afrobeats;57%;Ayo Maff, Fireboy DML;68;African Heat;Dealer;16/04/24;1;11;3;71%;African
81%;100;46%;Afrobeats;82%;Darkoo, Rema;68;Afro Hits;Favourite Girl (with Rema);08/08/24;1;8;3;37%;Nigerian
52%;958;58%;Afrobeats;43%;FOLA, Bnxn;68;African Heat;alone - Remix;04/10/24;0;11;3;55%;African
71%;197;37%;Afrobeats;72%;Hyce, BoyPee, Brown Joel;68;African Heat;Constantly;28/08/24;1;11;3;17%;African
84%;147;75%;Afrobeats;84%;Rema;68;African Heat;OZEBA;10/07/24;1;2;2;14%;African
64%;171;57%;Afrobeats;88%;Youka;68;Afro Hits;Hm Hm hm;05/07/24;0;9;2;50%;Nigerian
31%;113;50%;Ambient;12%;Mitski;88;Dark Academia;My Love Mine All Mine;15/09/23;1;9;2;87%;Academic
47%;944;37%;Ambient;18%;Cigarettes After Sex;87;Dark Academia;Apocalypse;09/06/17;1;5;5;2%;Academic
27%;102;37%;Ambient;17%;Coldplay;85;Dark Academia;Sparks;10/07/00;1;1;4;75%;Academic
43%;102;36%;Ambient;27%;Conan Gray;83;Dark Academia;Heather;20/03/20;1;5;3;58%;Academic
42%;113;32%;Ambient;15%;Lana Del Rey;83;Dark Academia;Young And Beautiful;01/01/13;0;11;4;26%;Academic
58%;130;61%;Ambient;55%;Taylor Swift;83;Dark Academia;cardigan;24/07/20;0;0;4;54%;Academic
64%;833;46%;Ambient;34%;Future, Drake, Tems;82;Meditative Vibes;WAIT FOR U (feat. Drake & Tems);29/04/22;1;1;3;31%;Meditative
66%;129;58%;Ambient;44%;Hozier;81;Dark Academia;Take Me To Church;19/09/14;0;4;4;64%;Academic
13%;137;48%;Ambient;20%;Liana Flores;81;Dark Academia;rises the moon;10/04/19;0;5;3;95%;Academic
66%;107;40%;Ambient;9%;Lana Del Rey;80;Dark Academia;Brooklyn Baby;01/01/14;1;1;6;54%;Academic
32%;148;52%;Ambient;26%;Lizzy McAlpine;80;Dark Academia;ceilings;08/04/22;1;9;3;47%;Academic
68%;139;92%;Ambient;71%;Dave, Central Cee;79;Meditative Vibes;Sprinter;01/06/23;1;1;4;26%;Meditative
28%;201;33%;Ambient;43%;Lana Del Rey;79;Dark Academia;Chemtrails Over The Country Club;19/03/21;0;4;5;88%;Academic
25%;103;34%;Ambient;19%;Lana Del Rey, Bleachers;78;Dark Academia;Margaret (feat. Bleachers);24/03/23;1;9;6;97%;Academic
41%;117;46%;Ambient;13%;Novo Amor;78;Dark Academia;Anchor;26/05/17;1;9;4;81%;Academic
39%;961;42%;Ambient;40%;Rio Romeo;78;Dark Academia;Nothing's New;23/09/22;1;11;4;86%;Academic
36%;121;53%;Ambient;26%;Hozier;77;Dark Academia;Work Song;19/09/14;1;10;4;75%;Academic
4%;135;44%;Ambient;25%;Tom Rosenthal;77;Dark Academia;Lights Are On;26/10/18;1;3;3;98%;Academic
65%;932;74%;Ambient;75%;Wizkid, Brent Faiyaz;77;Meditative Vibes;Piece of My Heart (feat. Brent Faiyaz);18/10/24;1;1;4;25%;Meditative
34%;133;41%;Ambient;10%;Chance Pei±a;76;Dark Academia;In My Room;06/05/22;1;4;3;52%;Academic
16%;723;40%;Ambient;4%;Billie Eilish;75;Dark Academia;Halley's Comet;30/07/21;0;1;4;96%;Academic
28%;159;33%;Ambient;12%;Bon Iver, St. Vincent;75;Dark Academia;Rosyln;16/10/09;0;10;5;97%;Academic
37%;779;40%;Ambient;43%;Olivia Rodrigo;75;Dark Academia;lacy;08/09/23;1;3;3;82%;Academic
29%;129;53%;Ambient;12%;Phoebe Bridgers;75;Dark Academia;Waiting Room;12/08/16;1;2;7;34%;Academic
6%;797;32%;Ambient;8%;Billie Eilish;74;Dark Academia;listen before i go;29/03/19;1;0;4;94%;Academic
53%;130;52%;Ambient;50%;Hozier;74;Dark Academia;Would That I;01/03/19;1;5;4;24%;Academic
50%;109;81%;Ambient;55%;Dave, Burna Boy;73;Meditative Vibes;Location (feat. Burna Boy);08/03/19;0;9;4;27%;Meditative
48%;144;62%;Ambient;18%;Gracie Abrams;73;Dark Academia;Feels Like;12/11/21;1;11;3;70%;Academic
12%;704;47%;Ambient;16%;Lana Del Rey;73;Dark Academia;Happiness is a butterfly;30/08/19;1;2;5;97%;Academic
31%;137;51%;Ambient;15%;Novo Amor;73;Dark Academia;State Lines;19/10/18;1;9;3;96%;Academic
63%;101;50%;Ambient;65%;Asake, Wizkid;72;Meditative Vibes;MMS;08/08/24;0;8;4;68%;Meditative
14%;829;39%;Ambient;21%;Billie Eilish;72;Dark Academia;The 30th;21/07/22;1;7;4;93%;Academic
34%;145;47%;Ambient;15%;Conan Gray;72;Dark Academia;Astronomy;24/06/22;0;4;4;58%;Academic
18%;140;54%;Ambient;15%;Hozier;72;Dark Academia;Like Real People Do;19/09/14;1;7;3;92%;Academic
35%;141;41%;Ambient;20%;Olivia Rodrigo;72;Dark Academia;Can‚Äôt Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes;17/11/23;0;11;3;83%;Academic
0%;140;14%;Ambient;16%;Somnum Magnam;72;Ambient Chill;Touches;19/01/24;1;5;2;98%;Chill
23%;104;55%;Ambient;22%;SYML;72;Dark Academia;Where's My Love - Acoustic;07/07/17;1;3;4;89%;Academic
46%;125;56%;Ambient;42%;Tems;72;Meditative Vibes;Free Mind;25/09/20;1;6;4;44%;Meditative
58%;102;61%;Ambient;53%;Tems;72;Meditative Vibes;Higher;25/09/20;1;2;3;51%;Meditative
76%;105;72%;Ambient;65%;Victony, Rema, Tempoe, Don Toliver;72;Meditative Vibes;Soweto (with Don Toliver, Rema & Tempoe);22/03/23;0;5;4;5%;Meditative
42%;144;72%;Ambient;46%;blackbear;71;Dark Academia;idfc;02/06/15;0;4;3;8%;Academic
39%;106;62%;Ambient;29%;Fido;71;Meditative Vibes;Awolowo;07/08/24;0;0;2;13%;Meditative
38%;101;61%;Ambient;45%;Taylor Swift, Phoebe Bridgers;71;Dark Academia;Nothing New (feat. Phoebe Bridgers) (Taylor‚Äôs Version) (From The Vault);12/11/21;1;0;4;82%;Academic
55%;123;61%;Ambient;78%;Tems;71;Meditative Vibes;Replay;14/09/21;1;9;3;10%;Meditative
20%;165;48%;Ambient;20%;Tom Odell;71;Dark Academia;Black Friday;26/01/24;1;6;4;93%;Academic
80%;104;78%;Ambient;91%;Asake;70;Meditative Vibes;Lonely At The Top;15/06/23;0;6;3;69%;Meditative
13%;159;60%;Ambient;37%;Billie Eilish;70;Dark Academia;Getting Older;30/07/21;1;10;4;97%;Academic
29%;110;69%;Ambient;31%;Billie Eilish;70;Dark Academia;Male Fantasy;30/07/21;1;2;3;86%;Academic
30%;789;54%;Ambient;7%;Lana Del Rey;70;Dark Academia;How to disappear;30/08/19;1;9;4;61%;Academic
42%;113;82%;Ambient;49%;Omah Lay;70;Meditative Vibes;Holy Ghost;09/11/23;0;5;3;47%;Meditative
66%;929;65%;Ambient;79%;Oxlade;70;Meditative Vibes;KU LO SA - A COLORS SHOW;10/06/22;0;10;2;31%;Meditative
71%;104;85%;Ambient;60%;Wizkid, Tems;70;Meditative Vibes;Essence (feat. Tems);29/10/20;1;0;4;3%;Meditative
53%;112;78%;Ambient;44%;Ayo Maff;69;Meditative Vibes;Are you there?;15/08/24;1;0;3;51%;Meditative
16%;940;67%;Ambient;20%;Harry Styles;69;Dark Academia;From the Dining Table;12/05/17;1;8;4;80%;Academic
65%;678;49%;Ambient;57%;Ayo Maff, Fireboy DML;68;Meditative Vibes;Dealer;16/04/24;1;11;3;71%;Meditative
50%;999;79%;Ambient;38%;Ayra Starr;68;Meditative Vibes;Rush;16/09/22;1;1;3;4%;Meditative
35%;110;63%;Ambient;32%;David Kushner;68;Dark Academia;Miserable Man;16/09/22;1;10;4;93%;Academic
11%;818;42%;Ambient;23%;Hozier;68;Dark Academia;Cherry Wine - Live;19/09/14;1;1;4;95%;Academic
10%;866;44%;Ambient;29%;Leith Ross;68;Dark Academia;We'll Never Have Sex;19/05/23;1;2;2;95%;Academic
45%;123;33%;Ambient;18%;Matt Maltese;68;Dark Academia;As the World Caves In;08/06/18;1;10;4;37%;Academic
50%;103;64%;Ambient;43%;Rotimi, Wale;68;Meditative Vibes;In My Bed;13/12/19;0;0;3;23%;Meditative
88%;148;57%;Arabic;20%;Travis Scott, Playboi Carti;88;Arab X;FE!N (feat. Playboi Carti);28/07/23;0;3;3;3%;Modern
55%;144;64%;Arabic;11%;Future, Metro Boomin, Travis Scott, Playboi Carti;84;Arab X;Type Shit;22/03/24;1;2;4;2%;Modern
53%;161;67%;Arabic;20%;Juice WRLD;83;Arab X;All Girls Are The Same;10/12/18;1;0;3;8%;Modern
62%;130;85%;Arabic;22%;Gunna;82;Arab X;fukumean;16/06/23;0;1;2;12%;Modern
67%;879;57%;Arabic;15%;Metro Boomin, Future, Don Toliver;82;Arab X;Too Many Nights (feat. Don Toliver & with Future);02/12/22;0;7;3;19%;Modern
55%;119;77%;Arabic;49%;Metro Boomin, Travis Scott, Young Thug;82;Arab X;Trance (with Travis Scott & Young Thug);02/12/22;0;1;3;18%;Modern
76%;140;88%;Arabic;89%;Central Cee, Lil Baby;81;Arab X;BAND4BAND (feat. Lil Baby);23/05/24;1;11;2;36%;Modern
73%;155;83%;Arabic;45%;Travis Scott;81;Arab X;SICKO MODE;03/08/18;1;8;5;1%;Modern
72%;910;70%;Arabic;73%;24kGoldn, iann dior;80;Arab X;Mood (feat. iann dior);26/03/21;0;7;2;17%;Modern
66%;112;90%;Arabic;39%;Lil Baby, Gunna;79;Arab X;Drip Too Hard (Lil Baby & Gunna);05/10/18;0;1;2;9%;Modern
69%;798;62%;Arabic;57%;Juice WRLD;78;Arab X;Robbery;08/03/19;1;2;4;33%;Modern
53%;939;83%;Arabic;12%;Polo G;78;Arab X;Martin & Gina;15/05/20;0;1;2;35%;Modern
66%;140;80%;Arabic;46%;Internet Money, Gunna, Don Toliver, NAV;77;Arab X;Lemonade (feat. NAV);28/08/20;0;1;3;25%;Modern
65%;163;67%;Arabic;24%;Juice WRLD;77;Arab X;Lean Wit Me;10/12/18;1;1;3;4%;Modern
49%;127;96%;Arabic;11%;Lil Baby;77;Arab X;Pure Cocaine;30/11/18;0;10;3;0%;Modern
52%;119;88%;Arabic;26%;Lil Baby;77;Arab X;Freestyle;01/12/17;0;2;3;22%;Modern
65%;932;74%;Arabic;75%;Wizkid, Brent Faiyaz;77;Arab X;Piece of My Heart (feat. Brent Faiyaz);18/10/24;1;1;4;25%;Modern
61%;149;65%;Arabic;8%;Juice WRLD;76;Arab X;Wishing Well;10/07/20;0;9;3;0%;Modern
35%;119;96%;Arabic;56%;Lil Baby, Drake;75;Arab X;Yes Indeed;18/05/18;0;5;2;4%;Modern
87%;118;77%;Arabic;93%;Wizkid;75;Arab X;Kese (Dance);15/11/24;0;5;3;14%;Modern
64%;168;77%;Arabic;26%;Polo G, Lil Tjay;74;Arab X;Pop Out (feat. Lil Tjay);07/06/19;1;1;3;15%;Modern
65%;150;55%;Arabic;16%;Post Malone, Young Thug;74;Arab X;Goodbyes (feat. Young Thug);06/09/19;1;5;3;46%;Modern
52%;120;57%;Arabic;32%;Lil Tjay;73;Arab X;F.N;11/10/19;0;6;4;35%;Modern
35%;879;80%;Arabic;7%;Metro Boomin, 21 Savage;73;Arab X;10 Freaky Girls (with 21 Savage);06/11/18;0;6;3;59%;Modern
35%;750;88%;Arabic;38%;21 Savage;72;Arab X;Bank Account;06/07/17;0;8;4;2%;Modern
63%;101;50%;Arabic;65%;Asake, Wizkid;72;Arab X;MMS;08/08/24;0;8;4;68%;Modern
62%;127;96%;Arabic;15%;Lil Baby;72;Arab X;Low Down;01/05/20;0;10;2;4%;Modern
54%;139;72%;Arabic;39%;Lil Baby, Gunna, Lil Uzi Vert;72;Arab X;Life Goes On;18/05/18;1;1;4;0%;Modern
46%;108;97%;Arabic;46%;Quality Control, Lil Baby, DaBaby;72;Arab X;Baby (Lil Baby feat. DaBaby);16/08/19;1;10;2;10%;Modern
68%;145;50%;Arabic;62%;Bnxn, Rema;71;Arab X;Fi Kan We Kan;15/10/24;0;6;3;11%;Modern
74%;147;78%;Arabic;23%;Juice WRLD;71;Arab X;Black & White;10/12/18;1;7;3;8%;Modern
52%;140;75%;Arabic;36%;Kodak Black, XXXTENTACION;71;Arab X;Roll in Peace (feat. XXXTENTACION);18/08/17;0;10;4;3%;Modern
74%;840;87%;Arabic;65%;NLE Choppa, Roddy Ricch;71;Arab X;Walk Em Down (feat. Roddy Ricch);07/08/20;1;2;3;27%;Modern
72%;113;90%;Arabic;55%;Smur Lee, ODUMODUBLVCK, Shallipopi;71;Arab X;JUJU (feat. Shallipopi);22/08/24;0;6;3;12%;Modern
80%;104;78%;Arabic;91%;Asake;70;Arab X;Lonely At The Top;15/06/23;0;6;3;69%;Modern
73%;150;48%;Arabic;23%;DJ Khaled, Lil Baby, Lil Durk;70;Arab X;EVERY CHANCE I GET (feat. Lil Baby & Lil Durk);30/04/21;1;2;4;0%;Modern
56%;779;86%;Arabic;48%;Lil Baby;70;Arab X;On Me;04/12/20;0;6;2;0%;Modern
54%;135;93%;Arabic;56%;Lil Baby, 42 Dugg;70;Arab X;We Paid (feat. 42 Dugg);01/05/20;1;1;3;14%;Modern
82%;110;73%;Arabic;64%;Young Jonn;70;Arab X;Stronger;12/04/24;1;8;2;48%;Modern
66%;143;77%;Arabic;26%;Gunna;69;Arab X;back to the moon;16/06/23;0;5;3;10%;Modern
40%;769;79%;Arabic;13%;Lil Baby, Gunna;69;Arab X;Ready (feat. Gunna);30/11/18;1;1;4;28%;Modern
57%;141;82%;Arabic;57%;Trippie Redd, Juice WRLD;69;Arab X;1400 / 999 Freestyle (feat. Juice WRLD);09/11/18;0;6;3;1%;Modern
44%;140;91%;Arabic;68%;21 Savage, Metro Boomin;68;Arab X;No Heart;15/07/16;0;4;4;14%;Modern
64%;112;87%;Arabic;54%;Asake, Travis Scott;68;Arab X;Active;08/08/24;0;5;3;1%;Modern
65%;678;49%;Arabic;57%;Ayo Maff, Fireboy DML;68;Arab X;Dealer;16/04/24;1;11;3;71%;Modern
52%;958;58%;Arabic;43%;FOLA, Bnxn;68;Arab X;alone - Remix;04/10/24;0;11;3;55%;Modern
48%;143;85%;Arabic;42%;Lil Durk, Lil Baby, Polo G;68;Arab X;3 Headed Goat (feat. Lil Baby & Polo G);08/05/20;0;8;3;27%;Modern
70%;134;71%;Arabic;56%;Lil Durk, Morgan Wallen;68;Arab X;Stand By Me (feat. Morgan Wallen);26/05/23;1;11;4;1%;Modern
58%;166;77%;Arabic;36%;Polo G;68;Arab X;Chosen 1;07/06/19;0;8;2;14%;Modern
84%;147;75%;Arabic;84%;Rema;68;Arab X;OZEBA;10/07/24;1;2;2;14%;Modern
93%;869;75%;Blues;64%;Eminem, Rihanna;83;Classic Blues;Love The Way You Lie;18/06/10;1;10;4;24%;Classic
86%;650;73%;Blues;54%;Justin Bieber, Ludacris;81;Classic Blues;Baby;01/01/10;0;5;4;4%;Classic
77%;800;78%;Blues;51%;Eminem, Dido;79;Classic Blues;Stan;23/05/00;0;6;7;4%;Classic
68%;138;71%;Blues;73%;Destiny's Child;78;Classic Blues;Say My Name;27/07/99;0;5;5;27%;Classic
66%;130;76%;Blues;77%;Sean Kingston;78;Classic Blues;Beautiful Girls;23/07/07;0;1;4;15%;Classic
68%;132;73%;Blues;73%;Jay Sean, Lil Wayne;77;Classic Blues;Down;01/01/09;1;2;4;1%;Classic
57%;101;78%;Blues;37%;Phil Collins;77;Classic Blues;Another Day in Paradise - 2016 Remaster;20/11/89;0;3;5;74%;Classic
65%;806;52%;Blues;72%;Roxette;77;Classic Blues;"It Must Have Been Love - From the Film ""Pretty Woman""";20/05/90;1;5;4;34%;Classic
31%;118;65%;Blues;61%;Ben E. King;75;Classic Blues;Stand By Me;20/08/62;1;9;3;57%;Classic
48%;819;68%;Blues;45%;James Blunt;75;Classic Blues;You're Beautiful;08/08/05;0;0;3;63%;Classic
66%;104;64%;Blues;23%;Leona Lewis;75;Classic Blues;Bleeding Love;29/06/05;1;5;4;19%;Classic
59%;945;69%;Blues;62%;Mario;75;Classic Blues;Let Me Love You;15/03/04;0;7;4;18%;Classic
83%;949;56%;Blues;27%;Vanessa Carlton;75;Classic Blues;A Thousand Miles;30/04/02;1;11;4;32%;Classic
21%;675;33%;Blues;11%;Whitney Houston;75;Classic Blues;I Will Always Love You;17/11/92;1;4;5;85%;Classic
47%;119;62%;Blues;18%;Cieline Dion;74;Classic Blues;"Because You Loved Me (Theme from ""Up Close and Personal"")";11/03/96;1;1;5;31%;Classic
62%;742;33%;Blues;40%;Lil Wayne, Bruno Mars;74;Classic Blues;Mirror;29/08/11;0;5;4;86%;Classic
48%;139;84%;Blues;77%;Mariah Carey;74;Classic Blues;We Belong Together;27/06/05;1;0;3;3%;Classic
50%;116;58%;Blues;11%;Phil Collins;74;Classic Blues;Against All Odds (Take a Look at Me Now) - 2016 Remaster;14/10/16;1;1;3;20%;Classic
60%;943;81%;Blues;74%;Marvin Gaye;73;Classic Blues;Sexual Healing;01/10/82;0;0;4;12%;Classic
44%;879;38%;Blues;29%;Cieline Dion;72;Classic Blues;It's All Coming Back to Me Now;11/03/96;1;0;8;75%;Classic
42%;112;76%;Blues;49%;Elton John;72;Classic Blues;Sacrifice;29/08/89;0;11;5;2%;Classic
42%;743;69%;Blues;47%;Tracy Chapman;72;Classic Blues;Baby Can I Hold You;05/04/88;1;2;3;8%;Classic
55%;900;64%;Blues;17%;Alicia Keys;71;Classic Blues;No One;09/11/07;0;1;4;2%;Classic
72%;799;51%;Blues;47%;Beyoncie;71;Classic Blues;Halo;17/11/08;0;11;4;27%;Classic
61%;867;54%;Blues;57%;Chris Brown;71;Classic Blues;Yo (Excuse Me Miss);27/06/05;1;4;4;12%;Classic
52%;140;55%;Blues;25%;Cieline Dion;71;Classic Blues;The Power of Love;09/11/93;1;8;6;36%;Classic
25%;828;42%;Blues;21%;Enya;71;Classic Blues;Only Time;11/11/00;1;3;4;84%;Classic
61%;136;55%;Blues;35%;George Benson;71;Classic Blues;Nothing's Gonna Change My Love for You;15/01/85;1;1;4;76%;Classic
53%;131;58%;Blues;22%;Seal;71;Classic Blues;Kiss from a Rose;31/05/94;0;10;5;68%;Classic
62%;140;58%;Blues;40%;Beyoncie, JAY-Z;70;Classic Blues;Drunk in Love (feat. Jay-Z);24/11/14;0;5;5;1%;Classic
43%;149;64%;Blues;53%;Boyz II Men;70;Classic Blues;End Of The Road;30/04/91;0;5;6;7%;Classic
65%;129;73%;Blues;67%;Ne-Yo;70;Classic Blues;Mad;01/01/08;1;0;4;66%;Classic
38%;121;48%;Blues;33%;Roberta Flack;70;Classic Blues;Killing Me Softly With His Song;01/01/73;0;5;5;73%;Classic
64%;101;69%;Blues;45%;Cieline Dion;69;Classic Blues;I'm Alive;22/03/02;1;8;4;2%;Classic
60%;931;57%;Blues;75%;Fantasia;69;Classic Blues;When I See U;09/12/06;1;8;4;45%;Classic
32%;131;51%;Blues;25%;Lionel Richie;69;Classic Blues;Stuck On You;01/01/83;1;5;3;62%;Classic
74%;118;59%;Blues;50%;OneRepublic;69;Classic Blues;Apologize;20/11/07;1;8;3;36%;Classic
73%;938;64%;Blues;73%;Rihanna, Ne-Yo;69;Classic Blues;Hate That I Love You;02/06/08;0;5;4;32%;Classic
48%;184;66%;Blues;71%;Tamia;69;Classic Blues;So Into You;20/06/05;0;7;4;7%;Classic
63%;939;66%;Blues;73%;USHER;69;Classic Blues;U Remind Me;07/08/01;1;6;4;19%;Classic
93%;129;52%;Blues;33%;Eminem, Lil Wayne;68;Classic Blues;No Love;18/06/10;1;11;5;12%;Classic
51%;128;63%;Blues;19%;K-Ci & JoJo;68;Classic Blues;All My Life;01/01/97;1;1;6;11%;Classic
40%;119;65%;Blues;26%;Michael Jackson;68;Classic Blues;You Are Not Alone;16/06/95;1;11;6;64%;Classic
47%;138;85%;Blues;70%;USHER;68;Classic Blues;Confessions Part II;23/03/04;1;1;4;6%;Classic
26%;993;64%;Blues;26%;Whitney Houston;68;Classic Blues;Saving All My Love for You;14/02/85;0;6;4;59%;Classic
67%;130;95%;Brazilian;84%;Mc Pogba, DJ Guih Da ZO;78;Brazilian Funk;Ela Joga na Hora;28/03/24;0;2;2;36%;Funk
69%;117;78%;Brazilian;84%;THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia;78;Brazilian Funk;THE BOX MEDLEY FUNK 2;18/04/24;0;11;4;58%;Funk
43%;804;49%;Brazilian;44%;DJ TOPO, Seu Jorge, Mc Leozin, MC G15;77;Brazilian Funk;MTG QUEM N√ÉO QUER SOU EU;10/05/24;0;9;2;36%;Funk
80%;130;88%;Brazilian;80%;S3BZS, Mc Gw, Mc Menor Do Alvorada;77;Brazilian Funk;MONTAGEM - PR FUNK;01/05/23;1;9;10;73%;Funk
60%;865;83%;Brazilian;48%;MC L da Vinte, MC Gury;73;Brazilian Funk;Parado no Bail√£o;23/07/18;1;11;3;38%;Funk
99%;126;75%;Brazilian;39%;6YNTHMANE, RXDXVIL;72;Brazilian Funk;BRAZILIAN DAN√áA PHONK;12/05/23;1;1;2;30%;Funk
91%;117;86%;Brazilian;30%;Ichiss;72;Brazilian Funk;WHINE IN BRAZIL FUNK;09/07/24;0;4;2;7%;Funk
41%;130;92%;Brazilian;68%;MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho;72;Brazilian Funk;Faz um Vuk Vuk (Teto Espelhado);20/07/23;0;7;2;50%;Funk
96%;130;86%;Brazilian;59%;DENNIS, MC Kevin o Chris;71;Brazilian Funk;TV OK;04/05/23;1;11;15;50%;Funk
96%;130;68%;Brazilian;71%;Dj Samir, Rodricci, Launch13;71;Brazilian Funk;Louca Encubada;13/10/23;1;6;2;0%;Funk
83%;129;96%;Brazilian;61%;Mc Delux, DJ Guih Da ZO;70;Brazilian Funk;Se Voce Nao Quer Passa a Vez;22/03/22;1;9;2;14%;Funk
59%;864;71%;Brazilian;70%;Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA;70;Brazilian Funk;TUMB√ÅTUM;22/12/23;0;6;2;26%;Funk
79%;130;89%;Brazilian;76%;DJ Zigi£o, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf;69;Brazilian Funk;Te Maceto Depois Do Baile;14/05/24;1;11;3;15%;Funk
58%;849;62%;Brazilian;89%;DJ JOiÉO PEREIRA, MC Koringa;68;Brazilian Funk;DANZA PRA ME PROVOCAR;14/09/23;1;6;3;27%;Funk
45%;924;45%;Classical;4%;Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani;75;Classical Essentials;Experience;01/01/13;1;2;5;93%;Essential
14%;128;34%;Classical;33%;Gibran Alcocer;72;Neo-Classical;Idea 9;26/05/23;0;2;2;98%;Neo-Classical
5%;875;27%;Classical;20%;Fabrizio Paterlini;71;Neo-Classical;Waltz;05/06/20;0;8;11;99%;Neo-Classical
15%;172;27%;Classical;42%;Gibran Alcocer;71;Neo-Classical;Idea 1;16/08/22;0;8;3;99%;Neo-Classical
10%;628;29%;Classical;4%;Hans Zimmer;71;Neo-Classical;Time;09/07/10;1;7;5;18%;Neo-Classical
6%;952;40%;Classical;28%;Ben Crosland;70;Neo-Classical;Oceans Apart;19/06/20;0;9;13;99%;Neo-Classical
6%;132;19%;Classical;5%;Ludovico Einaudi;70;Neo-Classical;Nuvole Bianche;01/01/04;1;8;6;96%;Neo-Classical
0%;696;24%;Classical;9%;Yehezkel Raz;70;Minimalism;Behind Every Decision;10/12/19;0;3;2;100%;Modern
1%;170;18%;Classical;15%;Ludwig van Beethoven, Paul Lewis;68;Classical Essentials;"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto";25/09/07;0;1;5;100%;Essential
16%;583;14%;Classical;7%;Pyotr Ilyich Tchaikovsky, Andrie Previn, London Symphony Orchestra;68;Classical Essentials;Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato;01/01/76;0;4;3;91%;Essential
50%;870;67%;Country;86%;Kenny Rogers;73;Classic Country;The Gambler;20/11/78;1;4;4;34%;Classic
36%;121;61%;Country;62%;George Strait;70;Classic Country;Amarillo By Morning;01/01/82;1;9;3;26%;Classic
36%;187;36%;Country;61%;Waylon Jennings, Willie Nelson;68;Classic Country;Mammas Don't Let Your Babies Grow up to Be Cowboys;01/01/78;1;9;3;62%;Classic
64%;103;62%;Electronic;45%;The Chainsmokers, Coldplay;86;EDM Hits;Something Just Like This;07/04/17;0;11;4;5%;Modern
52%;126;88%;Electronic;37%;CYRIL;84;Tropical House;Stumblin' In;10/11/23;1;2;4;6%;Tropical
52%;126;88%;Electronic;37%;CYRIL;84;Techno Bunker;Stumblin' In;10/11/23;1;2;4;6%;Techno
94%;129;67%;Electronic;53%;Pitbull, AFROJACK, Ne-Yo, Nayer;84;EDM Hits;Give Me Everything (feat. Nayer);17/06/11;1;8;4;19%;Modern
52%;950;75%;Electronic;66%;The Chainsmokers, Halsey;84;EDM Hits;Closer;29/07/16;1;8;4;41%;Modern
72%;199;48%;Electronic;16%;DJ Snake, Justin Bieber;83;EDM Hits;Let Me Love You;05/08/16;1;8;3;9%;Modern
79%;119;70%;Electronic;31%;HUGEL, Topic, Arash, Daecolm;83;Techno Bunker;I Adore You (feat. Daecolm);19/07/24;0;11;4;1%;Techno
79%;119;70%;Electronic;31%;HUGEL, Topic, Arash, Daecolm;83;Afro House;I Adore You (feat. Daecolm);19/07/24;0;11;4;1%;Afro House
62%;126;85%;Electronic;32%;Lost Frequencies, Tom Odell;83;Tropical House;Black Friday (pretty like the sun);19/07/24;1;6;2;63%;Tropical
62%;126;85%;Electronic;32%;Lost Frequencies, Tom Odell;83;Techno Bunker;Black Friday (pretty like the sun);19/07/24;1;6;2;63%;Techno
84%;125;53%;Electronic;65%;Avicii;82;EDM Hits;The Nights;01/01/14;1;6;3;2%;Modern
82%;128;65%;Electronic;42%;Calvin Harris, Ellie Goulding;82;EDM Hits;Outside (feat. Ellie Goulding);31/10/14;0;2;4;21%;Modern
96%;129;58%;Electronic;79%;Pitbull, Kesha;82;EDM Hits;Timber;04/07/05;1;11;3;3%;Modern
